Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Promotion Gap,Early_Stage_Risk,Risk_Score,Predicted_Attrition
32,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,Core Contributor,1,1,0.7834711366744064,1
26,0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,Core Contributor,2,0,0.0892409153026173,0
55,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,Executive/Late Career,3,0,0.1126684654520538,0
34,0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,Core Contributor,11,0,0.013754978047121955,0
60,0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,Executive/Late Career,1,1,0.02304904583680811,0
33,0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,Core Contributor,12,0,0.073416430736033,0
37,0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,Senior/Management,5,0,0.12493829476380082,0
34,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,Core Contributor,2,0,0.11870502682465801,0
23,1,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,Early Career,3,0,0.7123510948452716,1
44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,Senior/Management,2,0,0.05416096819799785,0
35,0,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,Senior/Management,4,0,0.23385700318947314,0
43,0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,Senior/Management,2,0,0.12218608097267705,0
24,0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,Early Career,5,0,0.06230069163473007,0
41,0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241.0,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,Senior/Management,2,0,0.18157389315748185,0
29,0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,Core Contributor,4,0,0.1423377576066781,0
36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,Senior/Management,7,0,0.0746506042345378,0
45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748.0,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,Executive/Late Career,9,0,0.020937974300981904,0
24,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555.0,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,Early Career,1,1,0.7550424762956485,1
47,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,Executive/Late Career,9,0,0.7204794758005432,1
26,0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,Core Contributor,3,0,0.13977078427604223,0
45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single,16704.0,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,Executive/Late Career,13,0,0.015066060304629513,0
32,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,Core Contributor,4,0,0.22614348960665862,0
31,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,Core Contributor,5,0,0.09702401382588804,0
41,0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,6430.0,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,Senior/Management,2,0,0.10627061207044272,0
40,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,Senior/Management,1,1,0.1844444621412277,0
24,0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,Early Career,5,0,0.08419320184796715,0
46,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,Executive/Late Career,10,0,0.0746581716540619,0
35,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,Senior/Management,7,0,0.0233349583874194,0
30,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862.0,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,Core Contributor,10,1,0.03941802294089765,0
47,0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978.0,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,Executive/Late Career,1,1,0.08910953714225504,0
46,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,Executive/Late Career,10,0,0.0655610956401218,0
36,1,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134.0,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,Senior/Management,0,0,0.17424360289083435,0
32,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735.0,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,Core Contributor,0,1,0.7442482573395256,1
23,0,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,Early Career,2,0,0.2483693479825142,0
31,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,Core Contributor,4,0,0.09639845592898778,0
39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472.0,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,Senior/Management,4,0,0.038586034387169656,0
32,0,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,Core Contributor,4,0,0.26133165552709714,0
40,0,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833.0,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,Senior/Management,9,0,0.03505084247678745,0
45,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married,9756.0,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,Executive/Late Career,5,1,0.07419543376256221,0
30,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968.0,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,Core Contributor,9,0,0.04523347801750233,0
24,0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145.0,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,Early Career,0,0,0.12552649393696347,0
30,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180.0,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,Core Contributor,3,0,0.6401210143493598,1
31,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,Core Contributor,5,0,0.0478220379078138,0
27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,0,11,3,3,0,6,5,2,6,2,1,4,Core Contributor,5,0,0.16664763385055278,0
29,1,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760.0,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,Core Contributor,0,0,0.7846943369736095,1
29,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,Core Contributor,3,0,0.2968039548999617,0
30,0,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,Core Contributor,6,0,0.07947369634321831,0
34,0,Travel_Rarely,181,Research & Development,2,4,Medical,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,Core Contributor,4,1,0.10858182505620599,0
33,0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147.0,10697,8,0,15,3,4,0,13,2,2,11,7,1,7,Core Contributor,10,0,0.1300442703321013,0
49,0,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507.0,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,Executive/Late Career,5,1,0.05685147443488612,0
33,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564.0,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,Core Contributor,0,1,0.8516036648514924,1
38,0,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4,0,14,3,2,1,9,4,2,6,1,0,5,Senior/Management,6,1,0.09893308240811173,0
31,1,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002,2,0,13,3,1,3,10,2,3,1,0,0,0,Core Contributor,1,1,0.6379750351305852,1
29,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,Core Contributor,1,1,0.3717083022860379,1
30,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294.0,9128,3,0,16,3,3,1,10,3,3,7,0,1,7,Core Contributor,6,1,0.07209152240732819,0
32,0,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718.0,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,Core Contributor,7,0,0.12945059437135398,0
38,0,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,Senior/Management,0,1,0.1930287894766903,0
43,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437.0,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,Senior/Management,1,1,0.6329003912097605,1
42,0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,0,22,4,2,3,7,6,2,5,3,0,4,Senior/Management,5,0,0.1762096719824774,0
55,0,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married,19038.0,19805,8,0,12,3,2,3,34,2,3,1,0,0,0,Executive/Late Career,1,1,0.10957850561660537,0
33,0,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5,0,15,3,4,2,11,2,2,9,8,1,7,Core Contributor,8,0,0.026823949731387513,0
41,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1,0,20,4,2,2,5,2,3,5,3,0,4,Senior/Management,5,0,0.09020087672169737,0
34,0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001.0,12313,1,1,14,3,3,1,15,3,3,15,14,0,7,Core Contributor,15,0,0.03628056594395263,0
53,0,Non-Travel,661,Research & Development,1,4,Medical,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,Executive/Late Career,3,0,0.06304658019444619,0
43,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033,0,0,13,3,2,0,10,5,3,9,7,1,8,Senior/Management,8,0,0.10451596135301676,0
34,0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353,5,0,12,3,1,0,6,3,3,2,2,2,2,Core Contributor,0,0,0.18201368957853542,0
21,1,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single,2679.0,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,Early Career,0,1,0.7876589139291972,1
38,0,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,16376,1,0,11,3,2,1,5,3,3,5,4,0,4,Senior/Management,5,0,0.06173612321976254,0
22,1,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,Early Career,1,1,0.8253503485536193,1
31,0,Travel_Rarely,196,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,0,14,3,1,2,13,3,3,12,7,5,7,Core Contributor,7,0,0.17684549787890494,0
51,0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married,13116.0,22984,2,0,11,3,4,0,15,2,3,2,2,2,2,Executive/Late Career,0,0,0.04513262961402142,0
37,0,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,0,14,3,1,2,5,2,3,5,2,0,3,Senior/Management,5,0,0.11891224276252403,0
46,0,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced,19328.0,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,Executive/Late Career,0,1,0.02990188314037483,0
36,0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married,8321.0,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,Senior/Management,7,0,0.05977310784865506,0
44,1,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced,2342.0,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,Senior/Management,3,0,0.6248823670610603,1
37,0,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,12832,2,0,13,3,3,0,19,4,2,10,0,4,7,Senior/Management,6,1,0.16696968418073246,0
35,1,Travel_Rarely,303,Sales,27,3,Life Sciences,3,Male,84,3,2,Sales Executive,4,Single,5813.0,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,Senior/Management,3,0,0.6859803743073853,1
33,0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,Core Contributor,3,0,0.0598754880052174,0
28,0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married,2044.0,5531,1,0,11,3,3,1,5,6,4,5,3,0,3,Core Contributor,5,0,0.0969588460536314,0
39,0,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single,13464.0,7914,7,0,21,4,3,0,9,3,3,4,3,2,2,Senior/Management,2,0,0.045968394811068236,0
46,0,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,7991.0,25166,8,0,15,3,3,0,6,3,3,2,2,2,2,Executive/Late Career,0,0,0.19395502006479537,0
40,0,Travel_Rarely,616,Research & Development,2,2,Life Sciences,3,Female,99,3,1,Laboratory Technician,1,Married,3377.0,25605,4,0,17,3,4,1,7,5,2,4,3,0,2,Senior/Management,4,0,0.04012539622297856,0
42,0,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,Senior/Management,0,1,0.1152697358822258,0
35,0,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762.0,24442,2,0,14,3,3,1,15,6,3,7,7,1,7,Senior/Management,6,0,0.015328440558274266,0
38,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,7129,5,0,13,3,4,3,13,3,3,11,10,3,8,Senior/Management,8,0,0.06478601337426401,0
34,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346.0,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,Core Contributor,7,1,0.5375159747079572,1
37,1,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single,4213.0,4992,1,0,15,3,2,0,10,4,1,10,3,0,8,Senior/Management,10,0,0.6376405175156732,1
39,0,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced,4127.0,19188,2,0,18,3,4,1,7,6,3,2,1,2,2,Senior/Management,0,1,0.08377722075890469,0
43,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978,4,0,13,3,3,0,7,2,2,3,2,1,2,Senior/Management,2,0,0.18609772360741583,0
41,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single,6870.0,15530,3,0,12,3,1,0,11,3,1,3,2,1,2,Senior/Management,2,0,0.0875151475674897,0
41,0,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,Senior/Management,9,0,0.0331171004371595,0
30,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,9667.0,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,Core Contributor,7,0,0.15993374127887103,0
26,1,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148.0,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,Core Contributor,4,1,0.28619277640098045,0
46,1,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married,8926.0,10842,4,0,22,4,4,1,13,2,4,9,7,3,7,Executive/Late Career,6,0,0.5288226697155923,1
40,0,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513.0,9060,4,0,17,3,4,1,12,3,3,5,3,0,3,Senior/Management,5,0,0.046724307104983556,0
34,0,Travel_Rarely,810,Sales,8,2,Technical Degree,2,Male,92,4,2,Sales Executive,3,Married,6799.0,22128,1,0,21,4,3,2,10,5,3,10,8,4,8,Core Contributor,6,0,0.04586430786461076,0
58,0,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced,16291.0,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,Executive/Late Career,2,0,0.03752677069549639,0
35,0,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married,2705.0,9696,0,0,16,3,2,1,6,2,4,5,4,0,3,Senior/Management,5,0,0.07028348916624394,0
47,0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.0,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,Executive/Late Career,8,0,0.04760053505459144,0
40,0,Travel_Rarely,750,Research & Development,12,3,Life Sciences,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448.0,10748,2,0,12,3,2,1,15,3,3,7,4,7,7,Senior/Management,0,0,0.07489604655454307,0
54,0,Travel_Rarely,431,Research & Development,7,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,6854.0,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,Executive/Late Career,6,1,0.058657384270055374,0
31,0,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,9637.0,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,Core Contributor,1,0,0.14291130142281033,0
28,0,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married,3591.0,12719,1,0,25,4,3,1,3,3,3,3,2,1,2,Core Contributor,2,0,0.1270734050919632,0
38,0,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405.0,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,Senior/Management,4,0,0.06874873048007035,0
26,0,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,4684.0,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,Core Contributor,4,0,0.10861707163778092,0
58,0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married,15787.0,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,Executive/Late Career,0,0,0.043406186505605335,0
18,0,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single,1514.0,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,Early Career,0,1,0.5001768683370351,1
31,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,2956.0,21495,0,0,17,3,3,0,2,4,3,1,0,0,0,Core Contributor,1,1,0.7577669085126689,1
29,1,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,2335.0,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,Core Contributor,0,0,0.7695067023339515,1
45,0,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married,5154.0,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,Executive/Late Career,3,0,0.09170440792572448,0
36,0,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,6962.0,19573,4,1,22,4,4,1,15,2,3,1,0,0,0,Senior/Management,1,1,0.08043664256686892,0
43,0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,3,2,Sales Executive,4,Married,5675.0,19246,1,0,20,4,3,1,7,5,3,7,7,7,7,Senior/Management,0,0,0.08606749161153111,0
27,0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single,2379.0,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,Core Contributor,5,0,0.2073085221006798,0
29,0,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married,3812.0,7003,1,0,13,3,2,0,11,3,4,11,8,3,10,Core Contributor,8,0,0.10340360216067394,0
32,0,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single,4648.0,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,Core Contributor,0,1,0.2075219081325279,0
42,0,Non-Travel,355,Research & Development,10,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,2936.0,6161,3,0,22,4,2,2,10,1,2,6,3,3,3,Senior/Management,3,0,0.08249388663701103,0
47,0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single,2105.0,5411,4,0,12,3,3,0,7,2,3,2,2,2,0,Executive/Late Career,0,0,0.1373206097342869,0
46,0,Travel_Rarely,706,Research & Development,2,2,Life Sciences,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578.0,19989,3,0,14,3,3,1,12,4,2,9,8,4,7,Executive/Late Career,5,0,0.05135491686306578,0
28,0,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,2706.0,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,Core Contributor,1,0,0.06477545752634098,0
29,0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384.0,21143,8,0,17,3,4,2,11,3,3,7,0,1,6,Core Contributor,6,1,0.08458933059745437,0
42,0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single,3968.0,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,Senior/Management,0,1,0.13847513978577766,0
32,1,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single,9907.0,26186,7,1,12,3,3,0,7,3,2,2,2,2,2,Core Contributor,0,0,0.7954686596765406,1
46,0,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced,13225.0,7739,2,0,12,3,4,1,25,5,3,19,17,2,8,Executive/Late Career,17,0,0.030133455021002762,0
27,0,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,3540.0,7018,1,0,21,4,4,1,9,5,3,9,8,5,8,Core Contributor,4,0,0.14587982040390401,0
